Course,Professor,GPA,% of A's,% of B's,% of C's,% of D's,% of F's,N
,CERRATO M,3.4,63.77%,24.64%,5.8%,1.45%,4.35%,1
,MARCHESINI M,2.92,25.0%,50.0%,16.67%,8.33%,0.0%,1
,,,,,,,
ITAL-102,,,,,,,
,CECCHINI F,3.17,37.365%,48.51%,10.08%,3.04%,1.0%,2
,CERRATO M,3.19,47.62%,38.1%,4.76%,4.76%,4.76%,1
,MARCHESINI M,2.79,29.53%,39.79%,17.02%,5.905%,7.76%,2
,,,,,,,
ITAL-201,,,,,,,
,CECCHINI F,3.26,47.5%,38.75%,10.0%,1.25%,2.5%,2
,MARCHESINI M,2.44,16.22%,32.43%,37.84%,5.41%,8.11%,1
,,,,,,,
ITAL-202,,,,,,,
,CECCHINI F,3.23,41.325%,48.01%,3.98%,5.37%,1.315%,2
,MARCHESINI M,2.67,19.095%,41.055%,30.305%,6.8%,2.745%,2
,,,,,,,
ITAL-303,,,,,,,
,CECCHINI F,3.65,73.61%,22.22%,0.0%,4.165%,0.0%,2
,,,,,,,
ITAL-451,,,,,,,
,CECCHINI F,3.86,86.36%,13.64%,0.0%,0.0%,0.0%,1
,,,,,,,
ITAL-452,,,,,,,
,CECCHINI F,3.69,84.62%,7.69%,0.0%,7.69%,0.0%,1
,,,,,,,
ITAL-454,,,,,,,
,MARCHESINI M,3.6,80.0%,0.0%,20.0%,0.0%,0.0%,1
,,,,,,,
ITAL-455,,,,,,,
,MARCHESINI M,3.28,44.565%,43.17%,10.09%,0.0%,2.175%,2
,,,,,,,
ITAL-456,,,,,,,
,CECCHINI F,3.67,70.09%,27.135%,2.78%,0.0%,0.0%,2
,,,,,,,
ITAL-485,,,,,,,
,MARCHESINI M,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,,,,,,,
JAPN-101,,,,,,,
,ADAMS G,3.58,73.606%,13.622%,11.17%,0.556%,1.048%,5
,,,,,,,
JAPN-102,,,,,,,
,ADAMS G,3.61,74.744%,12.926%,9.984%,2.344%,0.0%,5
,,,,,,,
JAPN-110,,,,,,,
,WAUGH Y,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
JAPN-201,,,,,,,
,ADAMS G,3.17,50.0%,25.0%,20.83%,0.0%,4.17%,1
,WAUGH Y,3.73,82.5066666667%,8.68333333333%,8.1%,0.71%,0.0%,3
,,,,,,,
JAPN-202,,,,,,,
,ADAMS G,3.43,58.335%,28.42%,11.325%,1.925%,0.0%,2
,WAUGH Y,3.7,77.79%,15.41%,6.2425%,0.555%,0.0%,4
,,,,,,,
JAPN-285,,,,,,,
,ADAMS G,3.75,87.5%,0.0%,12.5%,0.0%,0.0%,1
,,,,,,,
JAPN-301,,,,,,,
,ADAMS G,3.9,90.0%,10.0%,0.0%,0.0%,0.0%,1
,WAUGH Y,3.88,89.17%,9.38333333333%,1.45%,0.0%,0.0%,3
,,,,,,,
JAPN-302,,,,,,,
,WAUGH Y,3.78,83.168%,12.426%,4.406%,0.0%,0.0%,5
,,,,,,,
JAPN-485,,,,,,,
,WAUGH Y,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,,,,,,,
JAPN-489,,,,,,,
,ADAMS G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
JAPN-491,,,,,,,
,ADAMS G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,5
,WAUGH Y,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
JOUR-102,,,,,,,
,RUBIN H,3.1,33.335%,45.83%,18.75%,2.085%,0.0%,2
,WALRAVEN E,3.2,39.4671428571%,44.4214285714%,13.88%,1.53714285714%,0.692857142857%,7
,,,,,,,
JOUR-200,,,,,,,
,WALRAVEN E,3.63,74.7214285714%,17.3842857143%,5.26571428571%,1.73285714286%,0.892857142857%,7
,,,,,,,
JOUR-203,,,,,,,
,GAMMON A,3.82,83.6433333333%,14.69%,1.66666666667%,0.0%,0.0%,6
,RICE D,3.67,66.67%,33.33%,0.0%,0.0%,0.0%,1
,RUBIN H,3.43,42.86%,57.14%,0.0%,0.0%,0.0%,1
,,,,,,,
JOUR-215,,,,,,,
,RILEY C,3.0,20.0%,60.0%,20.0%,0.0%,0.0%,1
,ROWE S,3.2,20.0%,80.0%,0.0%,0.0%,0.0%,1
,STREET J,2.6,0.0%,60.0%,40.0%,0.0%,0.0%,1
,,,,,,,
JOUR-250,,,,,,,
,RICE D,3.65,73.4433333333%,20.2083333333%,3.96666666667%,2.38166666667%,0.0%,6
,,,,,,,
JOUR-301,,,,,,,
,BRAMAN S,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,HEUMAN J,3.0,22.22%,55.56%,22.22%,0.0%,0.0%,1
,LOGAN P,3.0,40.0%,20.0%,40.0%,0.0%,0.0%,1
,,,,,,,
JOUR-304,,,,,,,
,RUBIN H,3.11,22.22%,66.67%,11.11%,0.0%,0.0%,1
,WEGENER R,3.13,29.165%,54.165%,16.665%,0.0%,0.0%,2
,,,,,,,
JOUR-365,,,,,,,
,KLUVER A,3.33,55.56%,22.22%,22.22%,0.0%,0.0%,1
,,,,,,,
JOUR-450,,,,,,,
,RICE D,3.53,69.445%,22.22%,4.165%,0.0%,4.165%,2
,,,,,,,
JOUR-451,,,,,,,
,RICE D,3.86,90.91%,4.545%,4.545%,0.0%,0.0%,2
,,,,,,,
JOUR-455,,,,,,,
,MORRIS J,3.92,92.31%,7.69%,0.0%,0.0%,0.0%,1
,,,,,,,
JOUR-485,,,,,,,
,RUBIN H,3.0,25.0%,50.0%,25.0%,0.0%,0.0%,1
,WEGENER R,3.13,12.5%,87.5%,0.0%,0.0%,0.0%,1
,,,,,,,
JOUR-489,,,,,,,
,GAMMON A,3.84,87.855%,8.57%,3.57%,0.0%,0.0%,2
,RICE D,3.79,78.57%,21.43%,0.0%,0.0%,0.0%,1
,,,,,,,
JOUR-490,,,,,,,
,WALRAVEN E,3.54,63.9342857143%,29.6628571429%,4.36285714286%,1.02%,1.02%,7
,,,,,,,
LBAR-181,,,,,,,
,BALSIS S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,BERMUDEZ O,2.44,22.22%,27.78%,33.33%,5.56%,11.11%,1
,CLARK W,3.59,58.82%,41.18%,0.0%,0.0%,0.0%,1
,CONWAY D,3.85,85.0375%,14.9625%,0.0%,0.0%,0.0%,4
,CURRY R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,DICKSON D,3.38,64.145%,13.89%,17.425%,4.545%,0.0%,2
,DZIUBINSKI I,3.81,81.25%,18.75%,0.0%,0.0%,0.0%,1
,ELLIS T,3.78,83.75%,12.5%,1.66666666667%,2.08333333333%,0.0%,3
,GEORGE T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,GOEBEL F,3.86,86.365%,13.635%,0.0%,0.0%,0.0%,2
,GRONBERG T,3.73,72.73%,27.27%,0.0%,0.0%,0.0%,1
,GUERIN A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,HARRIS S,3.69,87.5%,6.25%,0.0%,0.0%,6.25%,1
,HOAGWOOD T,3.38,55.385%,30.26%,11.025%,3.335%,0.0%,2
,HODGSON L,3.71,70.59%,29.41%,0.0%,0.0%,0.0%,1
,HUMPHREY D,3.95,94.74%,5.26%,0.0%,0.0%,0.0%,1
,JANSEN D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,KATZ C,3.92,97.2233333333%,0.0%,0.0%,2.77666666667%,0.0%,3
,KONRAD C,3.67,72.22%,22.22%,5.56%,0.0%,0.0%,1
,LA-PASTINA A,3.48,74.12%,0.0%,25.88%,0.0%,0.0%,1
,LENCH H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,MOYNA M,3.73,93.33%,0.0%,0.0%,0.0%,6.67%,1
,OLIVER L,3.05,47.37%,31.58%,10.53%,0.0%,10.53%,1
,PALMER A,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,PAPPAS G,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PASSMORE A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SMALLMAN R,3.93,93.33%,6.67%,0.0%,0.0%,0.0%,1
,STAGNER B,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,SWEET K,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,TAYLOR M,3.83,83.33%,16.67%,0.0%,0.0%,0.0%,1
,VASILAKIS A,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,WINKING J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
LBAR-285,,,,,,,
,BUENGER W,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ECKEL C,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,VARGHESE A,3.71,71.43%,28.57%,0.0%,0.0%,0.0%,1
,,,,,,,
LBAR-289,,,,,,,
,CURTIS J,3.97,98.095%,0.945%,0.96%,0.0%,0.0%,2
,,,,,,,
LBAR-330,,,,,,,
,ROBERTSON J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
LBAR-331,,,,,,,
,GREENWALD M,3.89,88.89%,11.11%,0.0%,0.0%,0.0%,1
,,,,,,,
LBAR-332,,,,,,,
,ROBERTSON J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
LBAR-400,,,,,,,
,OBERHELMAN S,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
LBAR-489,,,,,,,
,CURTIS J,3.98,98.335%,1.665%,0.0%,0.0%,0.0%,2
,,,,,,,
LBAR-698,,,,,,,
,TEBEAUX E,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
LING-209,,,,,,,
,KENDALL S,3.54,64.8957142857%,28.4671428571%,3.99857142857%,0.688571428571%,1.94857142857%,7
,MITCHELL J,3.0,33.33%,33.33%,33.33%,0.0%,0.0%,1
,,,,,,,
LING-307,,,,,,,
,KENDALL S,3.75,79.4733333333%,17.3%,2.15%,1.07666666667%,0.0%,3
,,,,,,,
LING-310,,,,,,,
,BOENIG R,2.78,22.22%,44.44%,22.22%,11.11%,0.0%,1
,DUNAI A,2.93,33.33%,41.8%,15.08%,3.705%,6.085%,2
,MITCHELL J,3.06,31.25%,43.75%,25.0%,0.0%,0.0%,1
,,,,,,,
LING-402,,,,,,,
,KENDALL S,3.88,88.24%,11.76%,0.0%,0.0%,0.0%,1
,,,,,,,
LING-403,,,,,,,
,KENDALL S,3.6,73.5666666667%,16.9433333333%,5.78666666667%,3.70333333333%,0.0%,3
,,,,,,,
LING-670,,,,,,,
,KENDALL S,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,,,,,,,
MODL-221,,,,,,,
,DICKSON D,3.0,40.0%,20.0%,40.0%,0.0%,0.0%,1
,,,,,,,
MODL-222,,,,,,,
,DELNEGRO G,2.71,28.57%,28.57%,28.57%,14.29%,0.0%,1
,ROSENTHAL A,3.5,57.23%,35.075%,7.69%,0.0%,0.0%,2
,,,,,,,
MUSC-102,,,,,,,
,GARIAZZO M,3.56,74.89%,8.78%,13.555%,2.78%,0.0%,2
,HRONEK M,3.77,84.62%,7.69%,7.69%,0.0%,0.0%,1
,IMHOFF A,3.47,59.3866666667%,32.0166666667%,5.08666666667%,3.51%,0.0%,3
,WILBORN D,3.37,50.2383333333%,37.4566666667%,11.5466666667%,0.758333333333%,0.0%,6
,,,,,,,
MUSC-200,,,,,,,
,BEASTER-JONES J,3.1,42.71%,39.585%,8.335%,5.21%,4.165%,2
,BERGER H,2.77,27.9066666667%,36.005%,23.065%,9.50666666667%,3.51833333333%,6
,BRECKENRIDGE M,3.33,49.635%,38.315%,8.53%,2.35%,1.165%,2
,BUSTOS I,3.37,54.5642857143%,35.0742857143%,6.84857142857%,1.02428571429%,2.49285714286%,7
,CARDOSO D,3.1,40.58%,39.13%,12.56%,6.76%,0.97%,1
,DONKOR D,3.86,85.715%,14.285%,0.0%,0.0%,0.0%,2
,HOUTCHENS H,2.93,35.71%,35.71%,21.43%,0.0%,7.14%,1
,KATTARI K,3.59,70.5625%,21.5075%,5.18%,1.8875%,0.8575%,4
,LIEUWEN P,3.1,34.388%,45.34%,17.58%,1.578%,1.114%,5
,MOELLER J,3.14,47.73%,31.82%,11.36%,4.55%,4.55%,1
,ROLLINS I,3.12,37.705%,41.7025%,16.4875%,1.8525%,2.25%,4
,,,,,,,
MUSC-201,,,,,,,
,BRECKENRIDGE M,3.06,35.855%,41.665%,19.945%,0.0%,2.525%,2
,KATTARI K,3.47,63.9533333333%,24.1933333333%,8.4%,1.96333333333%,1.48666666667%,3
,MARLOW L,3.54,67.5428571429%,22.2485714286%,7.06%,2.02%,1.12714285714%,7
,ROLLINS I,3.15,37.2325%,44.9625%,13.37%,1.92%,2.5125%,4
,WILBORN D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,WU Y,3.42,60.0%,26.92%,10.0%,1.54%,1.54%,1
,,,,,,,
MUSC-204,,,,,,,
,DUGUID T,3.64,64.29%,35.71%,0.0%,0.0%,0.0%,1
,IMHOFF A,2.95,21.05%,57.89%,15.79%,5.26%,0.0%,1
,REGAN M,2.91,31.31%,36.7%,25.585%,4.545%,1.85%,2
,,,,,,,
MUSC-205,,,,,,,
,CARDOSO D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,REGAN M,3.47,53.33%,40.0%,6.67%,0.0%,0.0%,1
,,,,,,,
MUSC-206,,,,,,,
,KATTARI K,3.33,41.67%,50.0%,8.33%,0.0%,0.0%,1
,,,,,,,
MUSC-207,,,,,,,
,WILBORN D,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,WU Y,3.13,37.5%,37.5%,25.0%,0.0%,0.0%,1
,,,,,,,
MUSC-208,,,,,,,
,CARDOSO D,3.54,76.92%,7.69%,7.69%,7.69%,0.0%,1
,GARIAZZO M,3.44,54.31%,37.07%,6.895%,1.725%,0.0%,2
,HRONEK M,3.58,57.89%,42.11%,0.0%,0.0%,0.0%,1
,,,,,,,
MUSC-210,,,,,,,
,GARIAZZO M,3.37,53.9775%,32.2925%,10.6025%,3.125%,0.0%,4
,,,,,,,
MUSC-212,,,,,,,
,GARIAZZO M,3.44,62.5%,18.75%,18.75%,0.0%,0.0%,2
,INOCENCIO D,3.92,91.67%,8.33%,0.0%,0.0%,0.0%,1
,,,,,,,
MUSC-221,,,,,,,
,BUSTOS I,3.54,62.075%,33.33%,2.7%,0.5075%,1.3825%,4
,,,,,,,
MUSC-222,,,,,,,
,ROLLINS I,3.33,43.03%,47.95%,7.38%,0.41%,1.23%,1
,,,,,,,
MUSC-225,,,,,,,
,LIEUWEN P,3.23,43.055%,42.36%,11.805%,0.0%,2.78%,2
,,,,,,,
MUSC-226,,,,,,,
,BERGER H,3.1,39.0325%,37.835%,16.325%,4.935%,1.8725%,4
,CARDOSO D,3.13,38.37%,41.86%,14.34%,2.33%,3.1%,1
,KATTARI K,3.53,66.67%,20.93%,10.85%,1.55%,0.0%,1
,,,,,,,
MUSC-235,,,,,,,
,LIEUWEN P,3.92,92.31%,7.69%,0.0%,0.0%,0.0%,1
,,,,,,,
MUSC-245,,,,,,,
,LIEUWEN P,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MUSC-252,,,,,,,
,GARIAZZO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,,,,,,,
MUSC-270,,,,,,,
,GARIAZZO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MUSC-280,,,,,,,
,ALMANY T,3.96,97.3414285714%,1.44%,1.03%,0.0%,0.192857142857%,7
,RHEA T,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,7
,SIKES P,3.94,96.7285714286%,1.64571428571%,1.13285714286%,0.0%,0.492857142857%,7
,,,,,,,
MUSC-281,,,,,,,
,BUSTOS I,3.68,71.6666666667%,25.0%,3.33333333333%,0.0%,0.0%,3
,GARIAZZO M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,ROLLINS I,3.89,97.334%,0.0%,0.0%,0.0%,2.666%,5
,WILBORN D,3.96,97.4233333333%,0.98%,1.59666666667%,0.0%,0.0%,6
,,,,,,,
MUSC-282,,,,,,,
,HOLLAR C,3.97,99.0185714286%,0.0%,0.595714285714%,0.0%,0.385714285714%,7
,,,,,,,
MUSC-283,,,,,,,
,SIKES P,3.94,97.8214285714%,0.632857142857%,0.468571428571%,0.0%,1.07714285714%,7
,,,,,,,
MUSC-285,,,,,,,
,KATTARI K,3.29,28.57%,71.43%,0.0%,0.0%,0.0%,1
,REGAN M,3.29,28.57%,71.43%,0.0%,0.0%,0.0%,1
,WILBORN D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MUSC-289,,,,,,,
,WILBORN D,3.41,58.82%,23.53%,17.65%,0.0%,0.0%,1
,,,,,,,
MUSC-290,,,,,,,
,FRANKLIN J,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,KIPP D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,POSADA E,3.73,85.0366666667%,7.15666666667%,4.995%,1.63333333333%,1.17166666667%,6
,WADE J,3.97,98.33%,0.0%,0.0%,1.67%,0.0%,1
,,,,,,,
MUSC-301,,,,,,,
,AHLGREN A,3.37,62.16%,18.92%,13.51%,5.41%,0.0%,1
,BALL I,3.33,50.0%,33.33%,16.67%,0.0%,0.0%,1
,CARDOSO D,3.41,56.01%,30.5475%,12.995%,0.4475%,0.0%,4
,,,,,,,
MUSC-311,,,,,,,
,BRECKENRIDGE M,3.17,31.03%,55.17%,13.79%,0.0%,0.0%,1
,DUGUID T,3.88,87.5%,12.5%,0.0%,0.0%,0.0%,1
,,,,,,,
MUSC-312,,,,,,,
,BRECKENRIDGE M,3.1,33.33%,56.67%,3.33%,0.0%,6.67%,1
,HOUTCHENS H,2.22,0.0%,44.44%,33.33%,22.22%,0.0%,1
,PUTCHA R,3.66,73.865%,21.97%,0.0%,4.165%,0.0%,2
,,,,,,,
MUSC-316,,,,,,,
,MOELLER J,3.72,73.41%,25.075%,1.515%,0.0%,0.0%,2
,MORRIS J,3.3,47.83%,34.78%,17.39%,0.0%,0.0%,1
,,,,,,,
MUSC-317,,,,,,,
,MOELLER J,3.71,75.625%,19.375%,5.0%,0.0%,0.0%,2
,,,,,,,
MUSC-324,,,,,,,
,BEASTER-JONES J,3.0,29.69%,42.19%,26.56%,1.56%,0.0%,1
,BUSTOS I,3.14,36.92%,47.69%,10.77%,1.54%,3.08%,1
,CARDOSO D,3.28,50.2975%,31.705%,15.015%,1.9875%,0.9975%,4
,GARIAZZO M,3.08,30.42%,53.335%,11.67%,2.5%,2.08%,2
,KATTARI K,3.79,81.28%,16.41%,2.31%,0.0%,0.0%,2
,MCMANUS E,2.57,21.71%,35.7633333333%,24.3%,12.74%,5.48333333333%,3
,PUTCHA R,3.65,66.275%,32.705%,1.02%,0.0%,0.0%,2
,ROLLINS I,3.48,56.33%,38.91%,3.235%,0.0%,1.525%,2
,,,,,,,
MUSC-325,,,,,,,
,CARDOSO D,3.61,67.86%,25.0%,7.14%,0.0%,0.0%,1
,,,,,,,
MUSC-327,,,,,,,
,DONKOR D,3.92,92.4233333333%,7.57666666667%,0.0%,0.0%,0.0%,3
,,,,,,,
MUSC-345,,,,,,,
,LIEUWEN P,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
MUSC-350,,,,,,,
,IMHOFF A,3.78,78.095%,21.905%,0.0%,0.0%,0.0%,6
,,,,,,,
MUSC-351,,,,,,,
,HRONEK M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
MUSC-352,,,,,,,
,BUSTOS I,3.4,73.335%,10.0%,8.335%,0.0%,8.335%,2
,,,,,,,
MUSC-386,,,,,,,
,GLOVER A,3.35,56.73%,28.8766666667%,9.30666666667%,4.18666666667%,0.9%,3
,,,,,,,
MUSC-402,,,,,,,
,MORRIS J,3.34,68.63%,14.38%,5.555%,5.555%,5.88%,2
,,,,,,,
MUSC-485,,,,,,,
,REGAN M,3.18,29.585%,57.5%,12.915%,0.0%,0.0%,2
,,,,,,,
PERF-101,,,,,,,
,PULLEN K,3.07,14.29%,78.57%,7.14%,0.0%,0.0%,1
,,,,,,,
PERF-202,,,,,,,
,MORRIS J,3.22,52.17%,26.09%,17.39%,0.0%,4.35%,1
,,,,,,,
PERF-285,,,,,,,
,PULLEN K,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-301,,,,,,,
,AHLGREN A,3.53,66.04%,24.53%,7.55%,0.0%,1.89%,1
,BALL I,3.33,50.0%,33.33%,16.67%,0.0%,0.0%,1
,CARDOSO D,3.26,44.8366666667%,39.6233333333%,13.9233333333%,1.07666666667%,0.536666666667%,3
,,,,,,,
PERF-325,,,,,,,
,CARDOSO D,3.4,60.0%,30.0%,0.0%,10.0%,0.0%,1
,,,,,,,
PERF-327,,,,,,,
,DONKOR D,3.83,83.335%,16.665%,0.0%,0.0%,0.0%,2
,,,,,,,
PERF-402,,,,,,,
,MORRIS J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-489,,,,,,,
,DUGUID T,3.0,44.44%,22.22%,22.22%,11.11%,0.0%,1
,MORRIS J,2.88,37.5%,25.0%,25.0%,12.5%,0.0%,1
,,,,,,,
PERF-600,,,,,,,
,DONKOR D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PULLEN K,3.56,55.56%,44.44%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-601,,,,,,,
,BERGER H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-602,,,,,,,
,HAMERA J,3.8,80.0%,20.0%,0.0%,0.0%,0.0%,1
,PULLEN K,3.57,57.14%,42.86%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-603,,,,,,,
,HAMERA J,3.92,91.67%,8.33%,0.0%,0.0%,0.0%,1
,PUTCHA R,3.86,85.71%,14.29%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-604,,,,,,,
,BERGER H,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,KATTARI K,3.71,71.43%,28.57%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-605,,,,,,,
,DONKOR D,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,3
,,,,,,,
PERF-615,,,,,,,
,BALL I,3.63,62.5%,37.5%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-621,,,,,,,
,PUTCHA R,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PERF-622,,,,,,,
,HAMERA J,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,1
,PULLEN K,3.33,46.67%,40.0%,13.33%,0.0%,0.0%,1
,,,,,,,
PHIL-111,,,,,,,
,ANDERSON P,3.58,69.475%,23.265%,2.63%,4.63%,0.0%,2
,AUSTIN S,3.91,91.3%,8.7%,0.0%,0.0%,0.0%,1
,BIBEAU J,3.54,54.17%,45.83%,0.0%,0.0%,0.0%,1
,BUSTAMANTE W,3.63,72.92%,16.665%,10.415%,0.0%,0.0%,2
,DEZORT S,3.92,93.2766666667%,5.53333333333%,1.19%,0.0%,0.0%,3
,ELLIS T,3.72,74.8575%,23.5125%,0.0%,0.5425%,1.0875%,4
,FORCEY J,3.78,79.87%,17.955%,2.175%,0.0%,0.0%,2
,GAFFNEY J,3.49,61.52%,32.37%,2.995%,0.0%,3.125%,2
,GARCIA R,3.55,61.084%,33.542%,4.848%,0.0%,0.526%,5
,HAND M,4.0,100.0%,0.0%,0.0%,0.0%,0.0%,2
,LECKEY B,3.85,87.6866666667%,9.74666666667%,2.56666666667%,0.0%,0.0%,3
,MCCANN H,3.48,55.17%,37.93%,6.9%,0.0%,0.0%,1
,MEIER H,3.67,75.0%,16.67%,8.33%,0.0%,0.0%,1
,MILAM A,3.62,65.4085714286%,33.0871428571%,0.751428571429%,0.0%,0.751428571429%,7
,ODAY J,3.18,54.55%,18.18%,18.18%,9.09%,0.0%,1
,PALMER C,3.7,73.11%,25.3033333333%,0.0%,1.58666666667%,0.0%,3
,RADZIK L,3.6,59.55%,40.45%,0.0%,0.0%,0.0%,3
,RAYMOND D,3.16,36.05%,45.9933333333%,15.7966666667%,2.16%,0.0%,3
,RUWE D,3.95,95.0%,5.0%,0.0%,0.0%,0.0%,1
,VARNER G,3.3,47.83%,39.13%,8.7%,4.35%,0.0%,1
,WESTER M,3.37,47.822%,41.9%,9.408%,0.87%,0.0%,5
,YARZAGARAY D,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,,,,,,,
PHIL-205,,,,,,,
,PAPPAS G,3.15,38.178%,41.146%,19.222%,0.454%,1.0%,5
,,,,,,,
PHIL-208,,,,,,,
,KATZ C,3.5,54.55%,40.91%,4.55%,0.0%,0.0%,1
,,,,,,,
PHIL-240,,,,,,,
,AN D,2.77,22.58%,38.71%,32.26%,6.45%,0.0%,1
,BIBEAU J,2.72,28.355%,38.29%,16.645%,10.33%,6.38%,2
,BURCH R,2.77,33.68%,29.68%,19.8514285714%,13.26%,3.53%,7
,DAVIS K,3.27,56.1%,26.83%,7.32%,7.32%,2.44%,1
,EASWARAN K,3.63,63.16%,36.84%,0.0%,0.0%,0.0%,1
,ELLIS T,3.18,51.7%,26.87%,13.27%,5.78%,2.38%,1
,HAITOS A,2.11,14.29%,25.0%,32.14%,14.29%,14.29%,1
,HAND M,3.74,78.02%,17.4657142857%,4.51285714286%,0.0%,0.0%,7
,ISTVAN M,2.62,31.52%,25.09%,25.185%,10.615%,7.59%,2
,MENZEL C,2.58,26.7366666667%,28.475%,27.005%,11.5516666667%,6.23166666667%,6
,RAYMOND D,2.57,31.3228571429%,25.1128571429%,21.52%,13.1814285714%,8.86142857143%,7
,REED R,2.75,31.25%,25.0%,34.38%,6.25%,3.13%,1
,SOTO A,3.38,56.865%,28.81%,9.92%,4.41%,0.0%,2
,WESTER M,3.17,45.095%,30.94%,21.13%,1.515%,1.315%,2
,WRIGHT D,3.1,50.0%,25.0%,15.0%,5.0%,5.0%,1
,,,,,,,
PHIL-251,,,,,,,
,ANDERSON P,3.18,47.0466666667%,34.32%,13.19%,0.0%,5.44333333333%,3
,AUSTIN S,3.95,94.225%,5.775%,0.0%,0.0%,0.0%,2
,BECHTOL H,3.74,82.085%,9.79%,8.125%,0.0%,0.0%,2
,DANIEL S,3.44,62.046%,22.598%,13.506%,0.526%,1.326%,5
,DAVIS K,3.22,45.884%,39.32%,9.004%,2.308%,3.484%,5
,DRAKE K,3.87,91.07%,6.905%,0.0%,2.0225%,0.0%,4
,EASWARAN K,3.48,47.83%,52.17%,0.0%,0.0%,0.0%,1
,ELLIS T,3.7,72.09%,25.58%,2.33%,0.0%,0.0%,1
,FORCEY J,3.43,53.33%,36.67%,10.0%,0.0%,0.0%,1
,GAFFNEY J,3.68,76.0%,16.0%,8.0%,0.0%,0.0%,1
,GARCIA R,3.52,52.17%,47.83%,0.0%,0.0%,0.0%,1
,GEORGE T,3.46,48.5766666667%,48.9566666667%,2.47%,0.0%,0.0%,3
,HAITOS A,3.75,75.0%,25.0%,0.0%,0.0%,0.0%,1
,ISTVAN M,3.19,37.535%,44.355%,18.11%,0.0%,0.0%,2
,LEBUFFE M,3.06,31.25%,50.0%,15.63%,0.0%,3.13%,1
,LECKEY B,3.48,73.91%,17.39%,0.0%,0.0%,8.7%,1
,MANLEY R,3.17,58.33%,8.33%,25.0%,8.33%,0.0%,1
,MCDERMOTT J,3.76,76.09%,23.91%,0.0%,0.0%,0.0%,2
